PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
892,0,3,0,34.5,0,0,7.8292,Q
893,1,3,1,47.0,1,0,7.0,S
894,0,2,0,62.0,0,0,9.6875,Q
895,0,3,0,27.0,0,0,8.6625,S
896,1,3,1,22.0,1,1,12.2875,S
897,0,3,0,14.0,0,0,9.225,S
898,1,3,1,30.0,0,0,7.6292,Q
899,0,2,0,26.0,1,1,29.0,S
900,1,3,1,18.0,0,0,7.2292,C
901,0,3,0,21.0,2,0,24.15,S
902,0,3,0,30.272590361445783,0,0,7.8958,S
903,0,1,0,46.0,0,0,26.0,S
904,1,1,1,23.0,1,0,82.2667,S
905,0,2,0,63.0,1,0,26.0,S
906,1,1,1,47.0,1,0,61.175,S
907,1,2,1,24.0,1,0,27.7208,C
908,0,2,0,35.0,0,0,12.35,Q
909,0,3,0,21.0,0,0,7.225,C
910,1,3,1,27.0,1,0,7.925,S
911,1,3,1,45.0,0,0,7.225,C
912,0,1,0,55.0,1,0,59.4,C
913,0,3,0,9.0,0,1,3.1708,S
914,1,1,1,30.272590361445783,0,0,31.6833,S
915,0,1,0,21.0,0,1,61.3792,C
916,1,1,1,48.0,1,3,262.375,C
917,0,3,0,50.0,1,0,14.5,S
918,1,1,1,22.0,0,1,61.9792,C
919,0,3,0,22.5,0,0,7.225,C
920,0,1,0,41.0,0,0,30.5,S
921,0,3,0,30.272590361445783,2,0,21.6792,C
922,0,2,0,50.0,1,0,26.0,S
923,0,2,0,24.0,2,0,31.5,S
924,1,3,1,33.0,1,2,20.575,S
925,1,3,1,30.272590361445783,1,2,23.45,S
926,0,1,0,30.0,1,0,57.75,C
927,0,3,0,18.5,0,0,7.2292,C
928,1,3,1,30.272590361445783,0,0,8.05,S
929,1,3,1,21.0,0,0,8.6625,S
930,0,3,0,25.0,0,0,9.5,S
931,0,3,0,30.272590361445783,0,0,56.4958,S
932,0,3,0,39.0,0,1,13.4167,C
933,0,1,0,30.272590361445783,0,0,26.55,S
934,0,3,0,41.0,0,0,7.85,S
935,1,2,1,30.0,0,0,13.0,S
936,1,1,1,45.0,1,0,52.5542,S
937,0,3,0,25.0,0,0,7.925,S
938,0,1,0,45.0,0,0,29.7,C
939,0,3,0,30.272590361445783,0,0,7.75,Q
940,1,1,1,60.0,0,0,76.2917,C
941,1,3,1,36.0,0,2,15.9,S
942,0,1,0,24.0,1,0,60.0,S
943,0,2,0,27.0,0,0,15.0333,C
944,1,2,1,20.0,2,1,23.0,S
945,1,1,1,28.0,3,2,263.0,S
946,0,2,0,30.272590361445783,0,0,15.5792,C
947,0,3,0,10.0,4,1,29.125,Q
948,0,3,0,35.0,0,0,7.8958,S
949,0,3,0,25.0,0,0,7.65,S
950,0,3,0,30.272590361445783,1,0,16.1,S
951,1,1,1,36.0,0,0,262.375,C
952,0,3,0,17.0,0,0,7.8958,S
953,0,2,0,32.0,0,0,13.5,S
954,0,3,0,18.0,0,0,7.75,S
955,1,3,1,22.0,0,0,7.725,Q
956,0,1,0,13.0,2,2,262.375,C
957,1,2,1,30.272590361445783,0,0,21.0,S
958,1,3,1,18.0,0,0,7.8792,Q
959,0,1,0,47.0,0,0,42.4,S
960,0,1,0,31.0,0,0,28.5375,C
961,1,1,1,60.0,1,4,263.0,S
962,1,3,1,24.0,0,0,7.75,Q
963,0,3,0,21.0,0,0,7.8958,S
964,1,3,1,29.0,0,0,7.925,S
965,0,1,0,28.5,0,0,27.7208,C
966,1,1,1,35.0,0,0,211.5,C
967,0,1,0,32.5,0,0,211.5,C
968,0,3,0,30.272590361445783,0,0,8.05,S
969,1,1,1,55.0,2,0,25.7,S
970,0,2,0,30.0,0,0,13.0,S
971,1,3,1,24.0,0,0,7.75,Q
972,0,3,0,6.0,1,1,15.2458,C
973,0,1,0,67.0,1,0,221.7792,S
974,0,1,0,49.0,0,0,26.0,S
975,0,3,0,30.272590361445783,0,0,7.8958,S
976,0,2,0,30.272590361445783,0,0,10.7083,Q
977,0,3,0,30.272590361445783,1,0,14.4542,C
978,1,3,1,27.0,0,0,7.8792,Q
979,1,3,1,18.0,0,0,8.05,S
980,1,3,1,30.272590361445783,0,0,7.75,Q
981,0,2,0,2.0,1,1,23.0,S
982,1,3,1,22.0,1,0,13.9,S
983,0,3,0,30.272590361445783,0,0,7.775,S
984,1,1,1,27.0,1,2,52.0,S
985,0,3,0,30.272590361445783,0,0,8.05,S
986,0,1,0,25.0,0,0,26.0,C
987,0,3,0,25.0,0,0,7.7958,S
988,1,1,1,76.0,1,0,78.85,S
989,0,3,0,29.0,0,0,7.925,S
990,1,3,1,20.0,0,0,7.8542,S
991,0,3,0,33.0,0,0,8.05,S
992,1,1,1,43.0,1,0,55.4417,C
993,0,2,0,27.0,1,0,26.0,S
994,0,3,0,30.272590361445783,0,0,7.75,Q
995,0,3,0,26.0,0,0,7.775,S
996,1,3,1,16.0,1,1,8.5167,C
997,0,3,0,28.0,0,0,22.525,S
998,0,3,0,21.0,0,0,7.8208,Q
999,0,3,0,30.272590361445783,0,0,7.75,Q
1000,0,3,0,30.272590361445783,0,0,8.7125,S
1001,0,2,0,18.5,0,0,13.0,S
1002,0,2,0,41.0,0,0,15.0458,C
1003,1,3,1,30.272590361445783,0,0,7.7792,Q
1004,1,1,1,36.0,0,0,31.6792,C
1005,1,3,1,18.5,0,0,7.2833,Q
1006,1,1,1,63.0,1,0,221.7792,S
1007,0,3,0,18.0,1,0,14.4542,C
1008,0,3,0,30.272590361445783,0,0,6.4375,C
1009,1,3,1,1.0,1,1,16.7,S
1010,0,1,0,36.0,0,0,75.2417,C
1011,1,2,1,29.0,1,0,26.0,S
1012,1,2,1,12.0,0,0,15.75,S
1013,0,3,0,30.272590361445783,1,0,7.75,Q
1014,1,1,1,35.0,1,0,57.75,C
1015,0,3,0,28.0,0,0,7.25,S
1016,0,3,0,30.272590361445783,0,0,7.75,Q
1017,1,3,1,17.0,0,1,16.1,S
1018,0,3,0,22.0,0,0,7.7958,S
1019,1,3,1,30.272590361445783,2,0,23.25,Q
1020,0,2,0,42.0,0,0,13.0,S
1021,0,3,0,24.0,0,0,8.05,S
1022,0,3,0,32.0,0,0,8.05,S
1023,0,1,0,53.0,0,0,28.5,C
1024,1,3,1,30.272590361445783,0,4,25.4667,S
1025,0,3,0,30.272590361445783,1,0,6.4375,C
1026,0,3,0,43.0,0,0,7.8958,S
1027,0,3,0,24.0,0,0,7.8542,S
1028,0,3,0,26.5,0,0,7.225,C
1029,0,2,0,26.0,0,0,13.0,S
1030,1,3,1,23.0,0,0,8.05,S
1031,0,3,0,40.0,1,6,46.9,S
1032,1,3,1,10.0,5,2,46.9,S
1033,1,1,1,33.0,0,0,151.55,S
1034,0,1,0,61.0,1,3,262.375,C
1035,0,2,0,28.0,0,0,26.0,S
1036,0,1,0,42.0,0,0,26.55,S
1037,0,3,0,31.0,3,0,18.0,S
1038,0,1,0,30.272590361445783,0,0,51.8625,S
1039,0,3,0,22.0,0,0,8.05,S
1040,0,1,0,30.272590361445783,0,0,26.55,S
1041,0,2,0,30.0,1,1,26.0,S
1042,1,1,1,23.0,0,1,83.1583,C
1043,0,3,0,30.272590361445783,0,0,7.8958,C
1044,0,3,0,60.5,0,0,35.627188489208635,S
1045,1,3,1,36.0,0,2,12.1833,S
1046,0,3,0,13.0,4,2,31.3875,S
1047,0,3,0,24.0,0,0,7.55,S
1048,1,1,1,29.0,0,0,221.7792,S
1049,1,3,1,23.0,0,0,7.8542,S
1050,0,1,0,42.0,0,0,26.55,S
1051,1,3,1,26.0,0,2,13.775,S
1052,1,3,1,30.272590361445783,0,0,7.7333,Q
1053,0,3,0,7.0,1,1,15.2458,C
1054,1,2,1,26.0,0,0,13.5,S
1055,0,3,0,30.272590361445783,0,0,7.0,S
1056,0,2,0,41.0,0,0,13.0,S
1057,1,3,1,26.0,1,1,22.025,S
1058,0,1,0,48.0,0,0,50.4958,C
1059,0,3,0,18.0,2,2,34.375,S
1060,1,1,1,30.272590361445783,0,0,27.7208,C
1061,1,3,1,22.0,0,0,8.9625,S
1062,0,3,0,30.272590361445783,0,0,7.55,S
1063,0,3,0,27.0,0,0,7.225,C
1064,0,3,0,23.0,1,0,13.9,S
1065,0,3,0,30.272590361445783,0,0,7.2292,C
1066,0,3,0,40.0,1,5,31.3875,S
1067,1,2,1,15.0,0,2,39.0,S
1068,1,2,1,20.0,0,0,36.75,S
1069,0,1,0,54.0,1,0,55.4417,C
1070,1,2,1,36.0,0,3,39.0,S
1071,1,1,1,64.0,0,2,83.1583,C
1072,0,2,0,30.0,0,0,13.0,S
1073,0,1,0,37.0,1,1,83.1583,C
1074,1,1,1,18.0,1,0,53.1,S
1075,0,3,0,30.272590361445783,0,0,7.75,Q
1076,1,1,1,27.0,1,1,247.5208,C
1077,0,2,0,40.0,0,0,16.0,S
1078,1,2,1,21.0,0,1,21.0,S
1079,0,3,0,17.0,2,0,8.05,S
1080,1,3,1,30.272590361445783,8,2,69.55,S
1081,0,2,0,40.0,0,0,13.0,S
1082,0,2,0,34.0,1,0,26.0,S
1083,0,1,0,30.272590361445783,0,0,26.0,S
1084,0,3,0,11.5,1,1,14.5,S
1085,0,2,0,61.0,0,0,12.35,Q
1086,0,2,0,8.0,0,2,32.5,S
1087,0,3,0,33.0,0,0,7.8542,S
1088,0,1,0,6.0,0,2,134.5,C
1089,1,3,1,18.0,0,0,7.775,S
1090,0,2,0,23.0,0,0,10.5,S
1091,1,3,1,30.272590361445783,0,0,8.1125,S
1092,1,3,1,30.272590361445783,0,0,15.5,Q
1093,0,3,0,0.33,0,2,14.4,S
1094,0,1,0,47.0,1,0,227.525,C
1095,1,2,1,8.0,1,1,26.0,S
1096,0,2,0,25.0,0,0,10.5,S
1097,0,1,0,30.272590361445783,0,0,25.7417,C
1098,1,3,1,35.0,0,0,7.75,Q
1099,0,2,0,24.0,0,0,10.5,S
1100,1,1,1,33.0,0,0,27.7208,C
1101,0,3,0,25.0,0,0,7.8958,S
1102,0,3,0,32.0,0,0,22.525,S
1103,0,3,0,30.272590361445783,0,0,7.05,S
1104,0,2,0,17.0,0,0,73.5,S
1105,1,2,1,60.0,1,0,26.0,S
1106,1,3,1,38.0,4,2,7.775,S
1107,0,1,0,42.0,0,0,42.5,S
1108,1,3,1,30.272590361445783,0,0,7.8792,Q
1109,0,1,0,57.0,1,1,164.8667,S
1110,1,1,1,50.0,1,1,211.5,C
1111,0,3,0,30.272590361445783,0,0,8.05,S
1112,1,2,1,30.0,1,0,13.8583,C
1113,0,3,0,21.0,0,0,8.05,S
1114,1,2,1,22.0,0,0,10.5,S
1115,0,3,0,21.0,0,0,7.7958,S
1116,1,1,1,53.0,0,0,27.4458,C
1117,1,3,1,30.272590361445783,0,2,15.2458,C
1118,0,3,0,23.0,0,0,7.7958,S
1119,1,3,1,30.272590361445783,0,0,7.75,Q
1120,0,3,0,40.5,0,0,15.1,S
1121,0,2,0,36.0,0,0,13.0,S
1122,0,2,0,14.0,0,0,65.0,S
1123,1,1,1,21.0,0,0,26.55,S
1124,0,3,0,21.0,1,0,6.4958,S
1125,0,3,0,30.272590361445783,0,0,7.8792,Q
1126,0,1,0,39.0,1,0,71.2833,C
1127,0,3,0,20.0,0,0,7.8542,S
1128,0,1,0,64.0,1,0,75.25,C
1129,0,3,0,20.0,0,0,7.225,C
1130,1,2,1,18.0,1,1,13.0,S
1131,1,1,1,48.0,1,0,106.425,C
1132,1,1,1,55.0,0,0,27.7208,C
1133,1,2,1,45.0,0,2,30.0,S
1134,0,1,0,45.0,1,1,134.5,C
1135,0,3,0,30.272590361445783,0,0,7.8875,S
1136,0,3,0,30.272590361445783,1,2,23.45,S
1137,0,1,0,41.0,1,0,51.8625,S
1138,1,2,1,22.0,0,0,21.0,S
1139,0,2,0,42.0,1,1,32.5,S
1140,1,2,1,29.0,1,0,26.0,S
1141,1,3,1,30.272590361445783,1,0,14.4542,C
1142,1,2,1,0.92,1,2,27.75,S
1143,0,3,0,20.0,0,0,7.925,S
1144,0,1,0,27.0,1,0,136.7792,C
1145,0,3,0,24.0,0,0,9.325,S
1146,0,3,0,32.5,0,0,9.5,S
1147,0,3,0,30.272590361445783,0,0,7.55,S
1148,0,3,0,30.272590361445783,0,0,7.75,Q
1149,0,3,0,28.0,0,0,8.05,S
1150,1,2,1,19.0,0,0,13.0,S
1151,0,3,0,21.0,0,0,7.775,S
1152,0,3,0,36.5,1,0,17.4,S
1153,0,3,0,21.0,0,0,7.8542,S
1154,1,2,1,29.0,0,2,23.0,S
1155,1,3,1,1.0,1,1,12.1833,S
1156,0,2,0,30.0,0,0,12.7375,C
1157,0,3,0,30.272590361445783,0,0,7.8958,S
1158,0,1,0,30.272590361445783,0,0,0.0,S
1159,0,3,0,30.272590361445783,0,0,7.55,S
1160,1,3,1,30.272590361445783,0,0,8.05,S
1161,0,3,0,17.0,0,0,8.6625,S
1162,0,1,0,46.0,0,0,75.2417,C
1163,0,3,0,30.272590361445783,0,0,7.75,Q
1164,1,1,1,26.0,1,0,136.7792,C
1165,1,3,1,30.272590361445783,1,0,15.5,Q
1166,0,3,0,30.272590361445783,0,0,7.225,C
1167,1,2,1,20.0,1,0,26.0,S
1168,0,2,0,28.0,0,0,10.5,S
1169,0,2,0,40.0,1,0,26.0,S
1170,0,2,0,30.0,1,0,21.0,S
1171,0,2,0,22.0,0,0,10.5,S
1172,1,3,1,23.0,0,0,8.6625,S
1173,0,3,0,0.75,1,1,13.775,S
1174,1,3,1,30.272590361445783,0,0,7.75,Q
1175,1,3,1,9.0,1,1,15.2458,C
1176,1,3,1,2.0,1,1,20.2125,S
1177,0,3,0,36.0,0,0,7.25,S
1178,0,3,0,30.272590361445783,0,0,7.25,S
1179,0,1,0,24.0,1,0,82.2667,S
1180,0,3,0,30.272590361445783,0,0,7.2292,C
1181,0,3,0,30.272590361445783,0,0,8.05,S
1182,0,1,0,30.272590361445783,0,0,39.6,S
1183,1,3,1,30.0,0,0,6.95,Q
1184,0,3,0,30.272590361445783,0,0,7.2292,C
1185,0,1,0,53.0,1,1,81.8583,S
1186,0,3,0,36.0,0,0,9.5,S
1187,0,3,0,26.0,0,0,7.8958,S
1188,1,2,1,1.0,1,2,41.5792,C
1189,0,3,0,30.272590361445783,2,0,21.6792,C
1190,0,1,0,30.0,0,0,45.5,S
1191,0,3,0,29.0,0,0,7.8542,S
1192,0,3,0,32.0,0,0,7.775,S
1193,0,2,0,30.272590361445783,0,0,15.0458,C
1194,0,2,0,43.0,0,1,21.0,S
1195,0,3,0,24.0,0,0,8.6625,S
1196,1,3,1,30.272590361445783,0,0,7.75,Q
1197,1,1,1,64.0,1,1,26.55,S
1198,0,1,0,30.0,1,2,151.55,S
1199,0,3,0,0.83,0,1,9.35,S
1200,0,1,0,55.0,1,1,93.5,S
1201,1,3,1,45.0,1,0,14.1083,S
1202,0,3,0,18.0,0,0,8.6625,S
1203,0,3,0,22.0,0,0,7.225,C
1204,0,3,0,30.272590361445783,0,0,7.575,S
1205,1,3,1,37.0,0,0,7.75,Q
1206,1,1,1,55.0,0,0,135.6333,C
1207,1,3,1,17.0,0,0,7.7333,Q
1208,0,1,0,57.0,1,0,146.5208,C
1209,0,2,0,19.0,0,0,10.5,S
1210,0,3,0,27.0,0,0,7.8542,S
1211,0,2,0,22.0,2,0,31.5,S
1212,0,3,0,26.0,0,0,7.775,S
1213,0,3,0,25.0,0,0,7.2292,C
1214,0,2,0,26.0,0,0,13.0,S
1215,0,1,0,33.0,0,0,26.55,S
1216,1,1,1,39.0,0,0,211.3375,S
1217,0,3,0,23.0,0,0,7.05,S
1218,1,2,1,12.0,2,1,39.0,S
1219,0,1,0,46.0,0,0,79.2,C
1220,0,2,0,29.0,1,0,26.0,S
1221,0,2,0,21.0,0,0,13.0,S
1222,1,2,1,48.0,0,2,36.75,S
1223,0,1,0,39.0,0,0,29.7,C
1224,0,3,0,30.272590361445783,0,0,7.225,C
1225,1,3,1,19.0,1,1,15.7417,C
1226,0,3,0,27.0,0,0,7.8958,S
1227,0,1,0,30.0,0,0,26.0,S
1228,0,2,0,32.0,0,0,13.0,S
1229,0,3,0,39.0,0,2,7.2292,C
1230,0,2,0,25.0,0,0,31.5,S
1231,0,3,0,30.272590361445783,0,0,7.2292,C
1232,0,2,0,18.0,0,0,10.5,S
1233,0,3,0,32.0,0,0,7.5792,S
1234,0,3,0,30.272590361445783,1,9,69.55,S
1235,1,1,1,58.0,0,1,512.3292,C
1236,0,3,0,30.272590361445783,1,1,14.5,S
1237,1,3,1,16.0,0,0,7.65,S
1238,0,2,0,26.0,0,0,13.0,S
1239,1,3,1,38.0,0,0,7.2292,C
1240,0,2,0,24.0,0,0,13.5,S
1241,1,2,1,31.0,0,0,21.0,S
1242,1,1,1,45.0,0,1,63.3583,C
1243,0,2,0,25.0,0,0,10.5,S
1244,0,2,0,18.0,0,0,73.5,S
1245,0,2,0,49.0,1,2,65.0,S
1246,1,3,1,0.17,1,2,20.575,S
1247,0,1,0,50.0,0,0,26.0,S
1248,1,1,1,59.0,2,0,51.4792,S
1249,0,3,0,30.272590361445783,0,0,7.8792,S
1250,0,3,0,30.272590361445783,0,0,7.75,Q
1251,1,3,1,30.0,1,0,15.55,S
1252,0,3,0,14.5,8,2,69.55,S
1253,1,2,1,24.0,1,1,37.0042,C
1254,1,2,1,31.0,0,0,21.0,S
1255,0,3,0,27.0,0,0,8.6625,S
1256,1,1,1,25.0,1,0,55.4417,C
1257,1,3,1,30.272590361445783,1,9,69.55,S
1258,0,3,0,30.272590361445783,1,0,14.4583,C
1259,1,3,1,22.0,0,0,39.6875,S
1260,1,1,1,45.0,0,1,59.4,C
1261,0,2,0,29.0,0,0,13.8583,C
1262,0,2,0,21.0,1,0,11.5,S
1263,1,1,1,31.0,0,0,134.5,C
1264,0,1,0,49.0,0,0,0.0,S
1265,0,2,0,44.0,0,0,13.0,S
1266,1,1,1,54.0,1,1,81.8583,S
1267,1,1,1,45.0,0,0,262.375,C
1268,1,3,1,22.0,2,0,8.6625,S
1269,0,2,0,21.0,0,0,11.5,S
1270,0,1,0,55.0,0,0,50.0,S
1271,0,3,0,5.0,4,2,31.3875,S
1272,0,3,0,30.272590361445783,0,0,7.75,Q
1273,0,3,0,26.0,0,0,7.8792,Q
1274,1,3,1,30.272590361445783,0,0,14.5,S
1275,1,3,1,19.0,1,0,16.1,S
1276,0,2,0,30.272590361445783,0,0,12.875,S
1277,1,2,1,24.0,1,2,65.0,S
1278,0,3,0,24.0,0,0,7.775,S
1279,0,2,0,57.0,0,0,13.0,S
1280,0,3,0,21.0,0,0,7.75,Q
1281,0,3,0,6.0,3,1,21.075,S
1282,0,1,0,23.0,0,0,93.5,S
1283,1,1,1,51.0,0,1,39.4,S
1284,0,3,0,13.0,0,2,20.25,S
1285,0,2,0,47.0,0,0,10.5,S
1286,0,3,0,29.0,3,1,22.025,S
1287,1,1,1,18.0,1,0,60.0,S
1288,0,3,0,24.0,0,0,7.25,Q
1289,1,1,1,48.0,1,1,79.2,C
1290,0,3,0,22.0,0,0,7.775,S
1291,0,3,0,31.0,0,0,7.7333,Q
1292,1,1,1,30.0,0,0,164.8667,S
1293,0,2,0,38.0,1,0,21.0,S
1294,1,1,1,22.0,0,1,59.4,C
1295,0,1,0,17.0,0,0,47.1,S
1296,0,1,0,43.0,1,0,27.7208,C
1297,0,2,0,20.0,0,0,13.8625,C
1298,0,2,0,23.0,1,0,10.5,S
1299,0,1,0,50.0,1,1,211.5,C
1300,1,3,1,30.272590361445783,0,0,7.7208,Q
1301,1,3,1,3.0,1,1,13.775,S
1302,1,3,1,30.272590361445783,0,0,7.75,Q
1303,1,1,1,37.0,1,0,90.0,Q
1304,1,3,1,28.0,0,0,7.775,S
1305,0,3,0,30.272590361445783,0,0,8.05,S
1306,1,1,1,39.0,0,0,108.9,C
1307,0,3,0,38.5,0,0,7.25,S
1308,0,3,0,30.272590361445783,0,0,8.05,S
1309,0,3,0,30.272590361445783,1,1,22.3583,C
